author	author_id	title	lang	holdings	editions	type
Guido Van Hooydonk	lccn-n96110202	Henry Van de Velde : Universiteitsbibliotheek Gent : Ghent University Library : 1797-1997	3	29	11	book
Guido Van Hooydonk	lccn-n96110202	Bibliometrische spectra van de eerste Gentse professoren	2	14	6	book
Guido Van Hooydonk	lccn-n96110202	Simon Stevin 1548-1620	2	9	4	book
Guido Van Hooydonk	lccn-n96110202	Nicolaus Copernicus <1473-1543>	1	3	1	book
Guido Van Hooydonk	lccn-n96110202	Nicolaus Copernicus, 1473-1543. (Tentoonstelling ... naar aanleiding van de 500ste verjaardag van de geboorte van Copernicus ... Centrale Bibliotheek ... Gent, van 18 oktober tot 4 november 1973.) [The compilers' preface signed: G. van Hooydonk en J. Machiels.]	2	3	2	book
Guido Van Hooydonk	lccn-n96110202	Henry Van de Velde: Universiteitsbibliotheek Gent = Ghent University Library, 1797-1997	1	2	1	book
Guido Van Hooydonk	lccn-n96110202	Huidige toestand van de geschiedenis en filosofie der wetenschappen in Belgie = Situation actuelle de l'histoire et de la philosophie des sciences en Belgique : inventaire des activités en 1976-77	1	1	1	book
Guido Van Hooydonk	lccn-n96110202	Nicolaus Copernicus, 1473-1543 : tentoonstelling ...	1	1	1	book
Guido Van Hooydonk	lccn-n96110202	Impacto de las revistas cientificas no ISI, a traves del indicador visibilidad-impacto : una alternativa para la region	1	1	1	art
Guido Van Hooydonk	lccn-n96110202	Simon Stevin : 1548-1620 ; [Tentoonstelling Gent, Universiteitsbibliotheek, van 16 november 1998 tot 21 december 1998]	1	1	1	book
Jevin D. West	lccn-no2011071415	Eigenfactor : ranking and mapping scientific knowledge	1	3	2	mix
Jevin D. West	lccn-no2011071415	Investigation into the spatial and temporal dynamics of stomatal networks to determine whether plants perform emergent, distributed computation	1	2	1	mix
Jevin D. West	lccn-no2011071415	Spotting and refuting bullshit	1	1	1	rcrd
Jevin D. West	lccn-no2011071415	Author-level eigenfactor metrics : evaluating the influence of authors, institutions and countries within the SSRN community	1	1	1	file
Jevin D. West	np-west,%20jevin	Cost Effectiveness of Open Access Publications	1	1	1	file
Ping Zhou	viaf-279948397	Mapping knowledge production and scholarly communication in China	1	2	2	book
Ulf Sandström	lccn-n97081292	Stage lighting controls	1	202	8	book
Ulf Sandström	lccn-n97081292	Grundläggande ljusteknik	1	3	2	book
Ulf Sandström	lccn-n97081292	Universitetets värden : bidrag till den forskningspolitiska debatten	1	3	1	book
Ulf Sandström	lccn-n97081292	Indian handbook of hypnotherapy : foundations and strategies	1	3	1	book
Ulf Sandström	lccn-n97081292	A guide to modern stage lighting controls	1	2	1	book
Ulf Sandström	lccn-n97081292	Cavities in trees : their occurrence, formation and importance for hole-nesting birds in relation to silvicultural practise	1	2	3	book
Ulf Sandström	lccn-n97081292	Stage lighting controls	1	1	1	rcrd
